국회의원코드,의원이름(한자),의원이름(한글),경력대수,경력대수코드,의원이력,활동기간
H2D93740,金用茂,김용무,제2대,100002,제2대 민주국민당 전남 무안갑,1950.05.31 ~ 1954.05.30
TIP9846N,金用雨,김용우,제2대,100002,제2대 무소속 서울 서대문구갑,1950.05.31 ~ 1954.05.30
V691403J,金鏞化,김용화,제2대,100002,제2대 대한국민당 충남 천안,1950.05.31 ~ 1954.05.30
KBK9907Z,金宇城,김우성,제2대,100002,제2대 무소속 전북 장수,1950.05.31 ~ 1954.05.30
4MX48617,金雄鎭,김웅진,제2대,100002,제2대 대한국민당 경기 화성을,1950.05.31 ~ 1954.05.30
FY962400,金意俊,김의준,제2대,100002,제2대 무소속 경기 여주,1950.05.31 ~ 1954.05.30
Q0G1675P,金翼基,김익기,제2대,100002,제2대 무소속 경북 안동을,1950.05.31 ~ 1954.05.30
ALP55797,金益魯,김익노,제2대,100002,제2대 무소속 경북 영일을,1950.05.31 ~ 1954.05.30
ZXE29186,金仁善,김인선,제2대,100002,제2대 애국단체연합회 제주 북제주갑,1950.05.31 ~ 1954.05.30
7F37830T,金仁泰,김인태,제2대,100002,제2대 무소속 경기 화성갑,1950.05.31 ~ 1954.05.30
BAS5352U,金正基,김정기,제2대,100002,제2대 무소속 전남 승주,1950.05.31 ~ 1954.05.30
ULR5742S,金正枓,김정두,제2대,100002,제2대 무소속 전북 순창,1950.05.31 ~ 1954.05.30
BRX8294C,金正植,김정식,제2대,100002,제2대 대한청년단 경북 영주,1950.05.31 ~ 1954.05.30
QPB7438N,金正實,김정실,제2대,100002,제2대 무소속 경남 고성,1950.05.31 ~ 1954.05.30
JA716307,金濟能,김제능,제2대,100002,제2대 자유당 충남 서산갑,1952.02.05 ~ 1954.05.30
35E5145S,金宗順,김종순,제2대,100002,제2대 무소속 전남 나주갑,1950.05.31 ~ 1954.05.30
P9A2711N,金鍾烈,김종열,제2대,100002,제2대 무소속 충남 대전,1950.05.31 ~ 1954.05.30
7YD1940D,金從會,김종회,제2대,100002,제2대 무소속 충남 대덕,1950.05.31 ~ 1953.05.27
XCO4741M,金濬泰,김준태,제2대,100002,제2대 무소속 경북 청도,1950.05.31 ~ 1954.05.30
QXE8642P,金俊熙,김준희,제2대,100002,제2대 대한독립촉성국민회 전북 진안,1950.05.31 ~ 1954.05.30
BGH8118T,金智泰,김지태,제2대,100002,제2대 무소속 경남 부산갑,1950.05.31 ~ 1954.05.30
BH39030C,金七星,김칠성,제2대,100002,제2대 무소속 경남 부산을,1950.05.31 ~ 1954.05.30
UM981293,金泰熙,김태희,제2대,100002,제2대 무소속 황해도 연백을,1950.05.31 ~ 1954.05.30
TLD8163I,金宅述,김택술,제2대,100002,제2대 대한노동총연맹 전북 정읍을,1950.05.31 ~ 1954.05.30
QZ77120E,金澤天,김택천,제2대,100002,제2대 무소속 경남 울산을,1950.05.31 ~ 1954.05.30
YYF9009N,金判錫,김판석,제2대,100002,제2대 대한청년단 경북 포항,1950.05.31 ~ 1954.05.30
7VV28642,金憲植,김헌식,제2대,100002,제2대 무소속 충남 논산갑,1950.05.31 ~ 1954.05.30
2QA3782S,金亨德,김형덕,제2대,100002,제2대 무소속 경남 밀양을,1950.05.31 ~ 1954.05.30
IEY8930A,金洪鏞,김홍용,제2대,100002,제2대 무소속 전남 담양,1950.05.31 ~ 1950.08.15
OQ15529M,南松鶴,남송학,제2대,100002,제2대 대한국민당 서울 용산구을,1950.05.31 ~ 1954.05.30
EXX9334K,盧企容,노기용,제2대,100002,제2대 무소속 경남 합천갑,1950.05.31 ~ 1954.05.30
P0X5375R,柳驥秀,류기수,제2대,100002,제2대 무소속 경기 용인,1950.05.31 ~ 1954.05.30
B6M4773K,柳鴻,류홍,제2대,100002,제2대 대한독립촉성국민회 서울 영등포구을,1950.05.31 ~ 1954.05.30
EZ25881E,閔泳復,민영복,제2대,100002,제2대 무소속 충북 청주,1950.05.31 ~ 1954.05.30
MBO9314M,朴祺培,박기배,제2대,100002,제2대 무소속 전남 해남을,1950.05.31 ~ 1954.05.30
6M29799L,朴晩元,박만원,제2대,100002,제2대 무소속 경북 군위,1950.05.31 ~ 1954.05.30
SGQ7297O,朴珉基,박민기,제2대,100002,제2대 무소속 전남 화순,1950.05.31 ~ 1954.05.30
12E91148,朴性宇,박성우,제2대,100002,제2대 무소속 경북 상주갑,1950.05.31 ~ 1954.05.30
C3O1865Q,朴性夏,박성하,제2대,100002,제2대 중앙불교위원회 경북 대구을,1950.05.31 ~ 1954.05.30
VUS6782F,朴世東,박세동,제2대,100002,제2대 대한국민당 강원 강릉갑,1950.05.31 ~ 1954.05.30
9PW85797,朴順天,박순천,제2대,100002,제2대 대한부인회 서울 종로구갑,1950.05.31 ~ 1954.05.30
X5E5576P,朴勝夏,박승하,제2대,100002,제2대 무소속 강원 춘성,1950.05.31 ~ 1954.05.30
MEC1337D,朴良載,박양재,제2대,100002,제2대 무소속 전북 완주갑,1950.05.31 ~ 1954.05.30
LJS8902S,朴榮來,박영래,제2대,100002,제2대 무소속 전북 완주을,1950.05.31 ~ 1954.05.30
8WM9282F,朴永出,박영출,제2대,100002,제2대 대한국민당 경북 의성갑,1950.05.31 ~ 1954.05.30
PDC73944,朴井圭,박정규,제2대,100002,제2대 대한독립촉성국민회 경남 함양,1950.05.31 ~ 1954.05.30
FBR20229,朴定根,박정근,제2대,100002,제2대 무소속 전북 전주,1950.05.31 ~ 1954.05.30
GO96566I,朴濟煥,박제환,제2대,100002,제2대 무소속 경기 부천,1950.05.31 ~ 1954.05.30
2C466102,朴哲圭,박철규,제2대,100002,제2대 무소속 충남 예산,1950.05.31 ~ 1954.05.30
NC58544B,朴哲雄,박철웅,제2대,100002,제2대 무소속 전남 광주,1950.05.31 ~ 1954.05.30
NNI13192,朴忠植,박충식,제2대,100002,제2대 무소속 충남 공주갑,1950.05.31 ~ 1954.05.30
QV89332W,朴八峰,박팔봉,제2대,100002,제2대 무소속 전남 고흥갑,1950.05.31 ~ 1954.05.30
5G76471J,方萬洙,방만수,제2대,100002,제2대 무소속 경북 경산,1950.05.31 ~ 1954.05.30
FRL88846,裵相淵,배상연,제2대,100002,제2대 무소속 경북 성주,1950.05.31 ~ 1954.05.30
UCU58776,裵恩希,배은희,제2대,100002,제2대 대한국민당 경북 달성,1952.02.05 ~ 1954.05.30
56M1611B,白南軾,백남식,제2대,100002,제2대 대한독립촉성국민회 경북 상주을,1950.05.31 ~ 1954.05.30
LSN2279U,百象圭,백상규,제2대,100002,제2대 무소속 경기 장단,1950.05.31 ~ 1954.05.30
ZEQ7227G,邊光鎬,변광호,제2대,100002,제2대 민주국민당 전북 군산,1950.05.31 ~ 1954.05.30
TWE1466J,邊鎭甲,변진갑,제2대,100002,제2대 무소속 전남 장성,1950.05.31 ~ 1954.05.30
1TA8481U,徐珉濠,서민호,제2대,100002,제2대 무소속 전남 고흥을,1950.05.31 ~ 1954.05.30
XWY90381,徐範錫,서범석,제2대,100002,제2대 무소속 경기 옹진갑,1950.05.31 ~ 1954.05.30
DW91877M,徐相國,서상국,제2대,100002,제2대 민주국민당 전남 함평,1950.05.31 ~ 1954.05.30
0809298K,徐相德,서상덕,제2대,100002,제2대 대한청년단 전남 나주을,1950.05.31 ~ 1954.05.30
8AM3281V,徐相灝,서상호,제2대,100002,제2대 무소속 경남 통영갑,1950.05.31 ~ 1954.05.30
W8O5974N,徐二煥,서이환,제2대,100002,제2대 일민국락부 경북 울릉,1950.05.31 ~ 1954.05.30
8XX33777,徐璋珠,서장주,제2대,100002,제2대 무소속 경남 양산,1950.05.31 ~ 1954.05.30
KUM7033L,成得煥,성득환,제2대,100002,제2대 민주국민당 충북 영동,1950.05.31 ~ 1954.05.30
WYS77814,蘇宣奎,소선규,제2대,100002,제2대 민주국민당 전북 익산갑,1950.05.31 ~ 1954.05.30
S752850H,宋邦鏞,송방용,제2대,100002,제2대 무소속 전북 김제갑,1950.05.31 ~ 1954.05.30
GPM7798P,申珏休,신각휴,제2대,100002,제2대 민주국민당 충북 옥천,1950.05.31 ~ 1954.05.30
MT48752N,申光均,신광균,제2대,100002,제2대 일민국락부 경기 개풍,1950.05.31 ~ 1954.05.30
IJ874968,辛錫斌,신석빈,제2대,100002,제2대 무소속 전북 정읍갑,1950.05.31 ~ 1954.05.30
BN478490,愼鏞頊,신용욱,제2대,100002,제2대 무소속 전북 고창을,1950.05.31 ~ 1954.05.30
1RU90604,辛容勳,신용훈,제2대,100002,제2대 무소속 경남 창녕,1950.05.31 ~ 1954.05.30
EWG10700,申翼熙,신익희,제2대,100002,제2대 민주국민당 전남 광주,1950.05.31 ~ 1954.05.30
FL42472F,愼重穆,신중목,제2대,100002,제2대 무소속 경남 거창,1950.05.31 ~ 1954.05.30
0MG2561E,安萬福,안만복,제2대,100002,제2대 무소속 충남 서산을,1950.05.31 ~ 1954.05.30
GOV8415E,安相漢,안상한,제2대,100002,제2대 무소속 강원 횡성,1950.05.31 ~ 1954.05.30
NL76279R,安龍大,안용대,제2대,100002,제2대 무소속 경북 경주갑,1950.05.31 ~ 1954.05.30
QWA10936,安在鴻,안재홍,제2대,100002,제2대 무소속 경기 평택,1950.05.31 ~ 1954.05.30
8YG2711M,梁炳日,양병일,제2대,100002,제2대 민주국민당 전남 강진,1950.05.31 ~ 1954.05.30
NMO6523Q,梁又正,양우정,제2대,100002,제2대 무소속 경남 함안,1950.05.31 ~ 1953.12.24
VXB19426,梁在廈,양재하,제2대,100002,제2대 무소속 경북 문경,1950.05.31 ~ 1954.05.30
KH47543A,嚴秉學,엄병학,제2대,100002,제2대 대한국민당 전북 임실,1950.05.31 ~ 1954.05.30
FLC9014O,嚴詳燮,엄상섭,제2대,100002,제2대 무소속 전남 광양,1950.05.31 ~ 1954.05.30
LUU1351F,呂永複,여영복,제2대,100002,제2대 무소속 경북 금릉,1950.05.31 ~ 1954.05.30
EKT1093T,呂運弘,여운홍,제2대,100002,제2대 무소속 경기 양평군,1950.05.31 ~ 1954.05.30
WBD1789R,延秉昊,연병호,제2대,100002,제2대 대한국민당 충북 괴산,1950.05.31 ~ 1954.05.30
0N97198T,吳誠煥,오성환,제2대,100002,제2대 대한국민당 서울 마포구갑,1950.05.31 ~ 1954.05.30
JHG3321R,吳緯泳,오위영,제2대,100002,제2대 무소속 경남 울산갑,1950.05.31 ~ 1954.05.30
91P86922,吳誼寬,오의관,제2대,100002,제2대 무소속 경기 옹진을,1950.05.31 ~ 1954.05.30
7XM9130L,吳夏英,오하영,제2대,100002,제2대 무소속 서울 종로구을,1950.05.31 ~ 1954.05.30
KLL2923Z,禹文,우문,제2대,100002,제2대 대한국민당 경북 김천,1950.05.31 ~ 1954.05.30
OEL22041,元世勳,원세훈,제2대,100002,제2대 민주자주연맹 서울 중구갑,1950.05.31 ~ 1954.05.30
ZI941247,柳德天,유덕천,제2대,100002,제2대 무소속 경남 진주,1950.05.31 ~ 1954.05.30
Q7Q21040,兪昇濬,유승준,제2대,100002,제2대 무소속 충남 홍성,1950.05.31 ~ 1954.05.30
MF47940K,柳寅坤,유인곤,제2대,100002,제2대 대한국민당 전남 영암,1950.05.31 ~ 1954.05.30
MQQ9037E,陸洪均,육홍균,제2대,100002,제2대 대한국민당 경북 선산,1950.05.31 ~ 1954.05.30
A677056A,尹琦燮,윤기섭,제2대,100002,제2대 무소속 서울 서대문구을,1950.05.31 ~ 1954.05.30
HBO3666Q,尹吉重,윤길중,제2대,100002,제2대 무소속 강원 원주,1950.05.31 ~ 1954.05.30
LHU9314W,尹潭,윤담,제2대,100002,제2대 대한독립촉성국민회 충남 논산을,1950.05.31 ~ 1954.05.30
LOB2889Z,尹珹淳,윤성순,제2대,100002,제2대 무소속 경기 포천,1950.05.31 ~ 1954.05.30
9S41332J,尹泳善,윤영선,제2대,100002,제2대 민주국민당 전남 해남갑,1950.05.31 ~ 1954.05.30
5PO5280B,尹在根,윤재근,제2대,100002,제2대 대한국민당 경기 강화,1950.05.31 ~ 1954.05.30
41C1267K,尹致暎,윤치영,제2대,100002,제2대 대한국민당 충남 공주을,1952.02.05 ~ 1954.05.30
MO49364U,尹宅重,윤택중,제2대,100002,제2대 민주국민당 전북 익산을,1950.05.31 ~ 1954.05.30
T6T90081,李甲成,이갑성,제2대,100002,제2대 무소속 경북 대구병,1950.05.31 ~ 1954.05.30
88P79646,李敎善,이교선,제2대,100002,제2대 무소속 경기 안성,1950.05.31 ~ 1954.05.30
E8D7118C,李敎承,이교승,제2대,100002,제2대 무소속 경기 김포,1950.05.31 ~ 1954.05.30
FTT6726N,李奎甲,이규갑,제2대,100002,제2대 대한국민당 충남 아산,1950.05.31 ~ 1954.05.30
THC22805,李肯鍾,이긍종,제2대,100002,제2대 무소속 충남 연기,1950.05.31 ~ 1951.01.24
R9I94117,李道榮,이도영,제2대,100002,제2대 무소속 충북 청원갑,1950.05.31 ~ 1954.05.30
IBR5394B,李東煥,이동환,제2대,100002,제2대 무소속 경기 파주,1950.05.31 ~ 1954.05.30
MAC9680T,李範昇,이범승,제2대,100002,제2대 무소속 충남 연기,1952.02.05 ~ 1954.05.30
JDX3877A,李炳洪,이병홍,제2대,100002,제2대 무소속 경남 산청,1950.05.31 ~ 1954.05.30
QDR7573H,李相慶,이상경,제2대,100002,제2대 대한독립촉성국민회 경남 하동군,1950.05.31 ~ 1954.05.30
V478504T,李相喆,이상철,제2대,100002,제2대 무소속 충남 청양,1950.05.31 ~ 1954.05.30
P4U4707W,李錫基,이석기,제2대,100002,제2대 무소속 충남 부여갑,1950.05.31 ~ 1954.05.30
0VV10878,李時穆,이시목,제2대,100002,제2대 무소속 경남 의령,1950.05.31 ~ 1954.05.30
NNC5364C,李容卨,이용설,제2대,100002,제2대 무소속 경기 인천시갑,1950.05.31 ~ 1954.05.30
VLY2436D,李在鶴,이재학,제2대,100002,제2대 대한국민당 강원 홍천,1950.05.31 ~ 1954.05.30
QCI6988T,李載灐,이재형,제2대,100002,제2대 대한국민당 경기 시흥,1950.05.31 ~ 1954.05.30
T4Z35182,李鍾麟,이종린,제2대,100002,제2대 일민국락부 충남 서산갑,1950.05.31 ~ 1950.09.01
NL05317X,李宗聖,이종성,제2대,100002,제2대 무소속 경기 이천,1950.05.31 ~ 1954.05.30
6DA2612K,李鍾壽,이종수,제2대,100002,제2대 무소속 경남 김해을,1950.05.31 ~ 1954.05.30
5CT14025,李鍾純,이종순,제2대,100002,제2대 무소속 충남 부여을 ,1950.05.31 ~ 1954.05.30
G9K69257,李鍾榮,이종영,제2대,100002,제2대 대한독립촉성국민회 강원 정선,1950.05.31 ~ 1954.02.01
XMM4403O,李鍾郁,이종욱,제2대,100002,제2대 대한독립촉성국민회 강원 평창,1950.05.31 ~ 1954.05.30
ZY34570Z,李宗鉉,이종현,제2대,100002,제2대 무소속 서울 마포구을,1950.05.31 ~ 1954.05.30
AOJ3881P,李鎭洙,이진수,제2대,100002,제2대 대한국민당 경기 양주을,1950.05.31 ~ 1954.05.30
Y8T7496J,李采五,이채오,제2대,100002,제2대 무소속 경남 통영을,1950.05.31 ~ 1954.05.30
J901932H,李春基,이춘기,제2대,100002,제2대 무소속 전북 이리,1950.05.31 ~ 1954.05.30
ZXL9063Y,李忠煥,이충환,제2대,100002,제2대 무소속 충북 진천,1950.05.31 ~ 1954.05.30
EIB8028H,李判烈,이판열,제2대,100002,제2대 민주국민당 전남 구례,1950.05.31 ~ 1950.12.09
ZAR9602M,李鶴林,이학림,제2대,100002,제2대 무소속 충북 음성,1950.05.31 ~ 1954.05.30
CEP8042O,李漢昌,이한창,제2대,100002,제2대 자유당 전남 구례,1950.02.05 ~ 1954.05.30
SC99825C,李協雨,이협우,제2대,100002,제2대 대한청년단 경북 경주을,1950.05.31 ~ 1954.05.30
KLT95444,李浩根,이호근,제2대,100002,제2대 대한청년단 경북 예천,1950.05.31 ~ 1954.05.30
DGX4969W,林基奉,임기봉,제2대,100002,제2대 대한노동총연맹 전남 목포,1950.05.31 ~ 1954.05.30
OU64454T,任永信,임영신,제2대,100002,제2대 대한국민당 충남 금산,1950.05.31 ~ 1954.05.30
58C7442D,任容淳,임용순,제2대,100002,제2대 대한청년단 강원 삼척,1950.05.31 ~ 1954.05.30
0ZZ4006Q,任興淳,임흥순,제2대,100002,제2대 민주국민당 서울 성동구을,1950.05.31 ~ 1954.05.30
I2643693,張建相,장건상,제2대,100002,제2대 무소속 경남 부산을,1950.05.31 ~ 1954.05.30
X075326O,張連松,장연송,제2대,100002,제2대 무소속 서울 동대문구,1950.05.31 ~ 1954.05.30
JKP8632F,張澤相,장택상,제2대,100002,제2대 무소속 경북 칠곡,1950.05.31 ~ 1954.05.30
VA38370E,長洪琰,장홍염,제2대,100002,제2대 민주국민당 전남 무안을,1950.05.31 ~ 1954.05.30
WGG9113S,錢鎭漢,전진한,제2대,100002,제2대 대한노동총연맹 경남 부산무,1952.02.05 ~ 1954.05.30
U9P5175A,鄭基元,정기원,제2대,100002,제2대 무소속 경남 부산정,1950.05.31 ~ 1954.05.30
KUW1887Q,鄭南國,정남국,제2대,100002,제2대 민주국민당 전남 완도,1950.05.31 ~ 1954.05.30
ONF9011U,鄭文欽,정문흠,제2대,100002,제2대 무소속 경북 봉화,1950.05.31 ~ 1954.05.30
Q1U6515A,鄭純朝,정순조,제2대,100002,제2대 대한독립촉성국민회 전남 광주갑,1950.05.31 ~ 1954.05.30
DUA4868H,鄭仁植,정인식,제2대,100002,제2대 대한독립촉성국민회 전남 광주을 ,1950.05.31 ~ 1954.05.30
Q699375L,鄭一亨,정일형,제2대,100002,제2대 무소속 서울 중구을,1950.05.31 ~ 1954.05.30
Q5O2470M,鄭在浣,정재완,제2대,100002,제2대 무소속 전남 여수,1950.05.31 ~ 1954.05.30
VXE7857Z,鄭憲祚,정헌조,제2대,100002,제2대 대한청년단 전남 영광,1950.05.31 ~ 1954.05.30
ENI83018,鄭憲柱,정헌주,제2대,100002,제2대 무소속 경남 사천,1950.05.31 ~ 1954.05.30
8PS6768V,趙瓊奎,조경규,제2대,100002,제2대 무소속 경북 대구갑,1950.05.31 ~ 1954.05.30
L7Y6808F,趙光燮,조광섭,제2대,100002,제2대 조선민주당 서울 영등포구갑,1950.05.31 ~ 1954.05.30
D2T1162U,曹圭卨,조규설,제2대,100002,제2대 무소속 경북 영천을,1950.05.31 ~ 1954.05.30
XZL2001D,趙大衍,조대연,제2대,100002,제2대 무소속 충북 충주,1950.05.31 ~ 1954.05.30
F1818051,曺秉雯,조병문,제2대,100002,제2대 무소속 전남 진도,1950.05.31 ~ 1954.05.30
SE215159,曺奉岩,조봉암,제2대,100002,제2대 대한국민당 경기 인천병,1950.05.31 ~ 1954.05.30
R1D9657U,趙素昻,조소앙,제2대,100002,제2대 사회당 서울 성북구,1950.05.31 ~ 1954.05.30
Z663618L,趙淳,조순,제2대,100002,제2대 대한청년단 전남 곡성,1950.05.31 ~ 1954.05.30
GAZ8839H,趙時元,조시원,제2대,100002,제2대 사회당 경기 양주갑,1950.05.31 ~ 1954.05.30
JLG2988G,趙定勳,조정훈,제2대,100002,제2대 무소속 전북 남원,1950.05.31 ~ 1954.05.30
A0J46751,趙鍾勝,조종승,제2대,100002,제2대 대한국민당 충북 단양,1950.05.31 ~ 1954.05.30
GJZ52443,趙柱永,조주영,제2대,100002,제2대 무소속 경남 남해,1950.05.31 ~ 1954.05.30
Y6N86498,趙憲泳,조헌영,제2대,100002,제2대 무소속 경북 영양,1950.05.31 ~ 1954.05.30
F782778U,池蓮海,지연해,제2대,100002,제2대 무소속 전북 옥구,1950.05.31 ~ 1954.05.30
06B3741H,池靑天,지청천,제2대,100002,제2대 민주국민당 서울 성동구갑,1950.05.31 ~ 1954.05.30
WVK51145,崔國鉉,최국현,제2대,100002,제2대 민주국민당 경기 고양,1950.05.31 ~ 1954.05.30
5142865D,崔勉洙,최면수,제2대,100002,제2대 대한국민당 충북 보은,1950.05.31 ~ 1954.05.30
FA61794M,崔丙柱,최병주,제2대,100002,제2대 무소속 전북 부안,1950.05.31 ~ 1954.05.30
U1Z7120P,崔成雄,최성웅,제2대,100002,제2대 대한청년단 경남 밀양갑,1950.05.31 ~ 1954.05.30
5FS4155K,崔元鳳,최원봉,제2대,100002,제2대 무소속 경남 부산무,1950.05.31 ~ 1950.11.10
63O72988,崔遠壽,최원수,제2대,100002,제2대 무소속 경북 영일갑,1950.05.31 ~ 1954.05.30
GJR3977U,崔瑗浩,최원호,제2대,100002,제2대 민주국민당 경남 김해갑,1950.05.31 ~ 1954.05.30
ME94446K,崔允鎬,최윤호,제2대,100002,제2대 무소속 전북 김제을,1950.05.31 ~ 1950.05.31
8Y95884B,崔主日,최주일,제2대,100002,제2대 대한청년단 전북 김제을,1952.02.05 ~ 1954.05.30
LF11072P,崔獻吉,최헌길,제2대,100002,제2대 대한국민당 강원 강릉을,1950.05.31 ~ 1954.05.30
ND45841V,太完善,태완선,제2대,100002,제2대 무소속 강원 영월,1950.05.31 ~ 1954.05.30
CLX1348B,河萬僕,하만복,제2대,100002,제2대 무소속 경남 진양,1950.05.31 ~ 1954.05.30
1292624I,韓國源,한국원,제2대,100002,제2대 무소속 경북 영덕,1950.05.31 ~ 1954.05.30
PBQ1885T,韓弼洙,한필수,제2대,100002,제2대 무소속 충북 제천,1950.05.31 ~ 1954.05.30
